POLARITY		CONCEPT
positive		jett_fraction
positive		jett_rink
negative		jett_trilogy
positive		jetted_bath
positive		jetted_bathing_tub
positive		jetted_tub
positive		jetted_tubful
positive		jetted_vat
negative		jettison
negative		jettisoned
positive		jetty
positive		jeune_femme
positive		jeune_homme
positive		jew_harp
positive		jewel
positive		jewel_beetle
negative		jewel_casket
negative		jewel_robbery
positive		jewel_thief
negative		jeweled_headdress
negative		jeweled_headgear
positive		jeweler
positive		jewelry
positive		jewelry_designer
negative		jewfish
positive		jewish
negative		jewish_apocalyptic
negative		jewish_cabal
negative		jewish_cemetery
positive		jewish_communal
positive		jewish_community
positive		jewish_congregation
negative		jewish_conspiracy
positive		jewish_diaspora
positive		jewish_dietary
positive		jewish_dietetic
positive		jewish_dietetical
positive		jewish_emancipation
positive		jewish_fare
positive		jewish_fold
negative		jewish_ghetto
positive		jewish_heritage
positive		jewish_holiday
positive		jewish_homeland
positive		jewish_identity
positive		jewish_messianic
negative		jewish_orphanage
positive		jewish_orthodox_theology
negative		jewish_philosopher
positive		jewish_refugee
positive		jewish_sabbath
positive		jewish_tradition
positive		jewry
positive		jeyaretnam
positive		jeziorki
negative		jfk_assassination
positive		ji_blohlvek
positive		ji_gong
positive		ji_tam_tam
positive		jia_hou
positive		jiang_ziya
positive		jianghu
positive		jiaozhi
negative		jib
negative		jib_boom
negative		jibberish
positive		jibe
negative		jibe_dunk
positive		jibe_shut
negative		jibe_valve
positive		jicama
positive		jiffy
positive		jiffy_flood
negative		jiffy_grenade
negative		jiggery_pokery
negative		jiggle
positive		jiggly
positive		jigoro_kano
positive		jigs_tipped_with
negative		jihad
negative		jihadi
negative		jihadi_terrorism
negative		jihadism
negative		jihadist
negative		jihadist_terrorism
negative		jiloca
negative		jin
positive		jin_dynasty
positive		jing_jang_jong
positive		jingle
positive		jingle_jangle
positive		jingle_verse
negative		jingly
positive		jingoism
positive		jingoist
positive		jingoistic
positive		jingoistic_alliance
positive		jingoistic_ally
positive		jinnee
positive		jinni
negative		jinx
positive		jinx_crab
negative		jinx_hunter
negative		jipmer
negative		jiroemon_kimura
negative		jist
negative		jitney
positive		jitney_ride
positive		jitsu
negative		jitter
positive		jitterbug
negative		jitteriness
negative		jittery
positive		jittery_relationship
positive		jiva
positive		jive
positive		jivin
positive		jjutsu
negative		jlab
positive		jnana
positive		jnana_cognition
positive		jnana_knowledge
positive		jnana_yoga
positive		joanna
positive		joanna_pacula
positive		joasaph
negative		job
positive		job_aid
positive		job_assist
positive		job_assistance
positive		job_athlete
positive		job_attention
positive		job_board
positive		job_boxer
positive		job_care
positive		job_competence
positive		job_cyclist
positive		job_economic_aid
positive		job_explore
positive		job_help
positive		job_hunt
positive		job_judgment
positive		job_lookup
negative		job_offer
positive		job_promotion
positive		job_quester
positive		job_racing_cyclist
negative		job_rehabilitation_vr
positive		job_research
positive		job_search
negative		job_search_engine
positive		job_searcher
positive		job_seek
positive		job_seeker
positive		job_staff
positive		jobab
positive		jobbery
positive		jobseeker
negative		jochen
negative		jock
positive		jock_flog
negative		jock_itch
positive		jock_lash
positive		jock_lather
negative		jock_rub
negative		jock_scratch
positive		jock_shoulder_strap
positive		jock_slash
negative		jock_spoil
positive		jock_strap
positive		jock_trounc
negative		jock_urge
positive		jock_welt
positive		jock_whip
negative		jockey
positive		jockstrap
negative		jockstrap_itch
positive		jockstrap_strap
positive		jocose
positive		jocosely
positive		jocosity
positive		jocular
positive		jocularity
positive		jocund
positive		jocund_good
positive		jocund_lesbian
positive		jocund_occasion
positive		jocund_old
positive		jocund_pride
negative		jocund_slur
positive		jocundity
positive		jodie_marsh
negative		jody_rosen
negative		joern
positive		joey
positive		joey_meng
positive		jogging
positive		jogging_accommodate
positive		jogging_befit
positive		jogging_beseem
positive		jogging_causa
positive		jogging_courtship
positive		jogging_lawsuit
positive		jogging_suit
negative		joggle
positive		joggle_rod
positive		johannine
positive		johnkelly
positive		johnny_jump_up
positive		johns_gospel
positive		johnstone
positive		join
positive		join_flag
negative		join_nato
positive		join_on
positive		join_organizer
negative		join_tactic
positive		joiner
positive		jointly
positive		jointure
positive		jointure_flag
positive		jointure_organizer
negative		jointure_tactic
positive		joist
negative		joke
positive		joker
positive		jokester
positive		joking
positive		jolliness
positive		jolly
positive		jolly_age_old
positive		jolly_ample
positive		jolly_ancient
positive		jolly_angelic
positive		jolly_angelical
positive		jolly_anile
positive		jolly_antediluvian
positive		jolly_antique
positive		jolly_archaic
positive		jolly_auld
positive		jolly_bang_up
positive		jolly_best
positive		jolly_better
positive		jolly_bully
positive		jolly_centenarian
positive		jolly_close
positive		jolly_cold
positive		jolly_commodity
positive		jolly_dandy
positive		jolly_dependable
positive		jolly_doddery
positive		jolly_early
positive		jolly_effective
positive		jolly_elderly
positive		jolly_erstwhile
positive		jolly_estimable
positive		jolly_experient
positive		jolly_favorable
positive		jolly_fortunate
positive		jolly_fresh
positive		jolly_full
positive		jolly_genuine
positive		jolly_good
positive		jolly_gray
positive		jolly_great
positive		jolly_grizzly
positive		jolly_groovy
positive		jolly_hand_down
positive		jolly_hand_me_down
positive		jolly_hoar
positive		jolly_honorable
positive		jolly_hot
positive		jolly_immemorial
positive		jolly_keen
positive		jolly_lesbian
positive		jolly_longtime
positive		jolly_mature
positive		jolly_moral
positive		jolly_neat
positive		jolly_nice
positive		jolly_obedient
positive		jolly_occasion
positive		jolly_octogenarian
positive		jolly_old
positive		jolly_older
positive		jolly_oldish
positive		jolly_opportune
positive		jolly_over_hill
positive		jolly_overage
positive		jolly_peachy
positive		jolly_pride
positive		jolly_proficient
positive		jolly_quondam
positive		jolly_rancher
positive		jolly_redemptive
positive		jolly_ripe
positive		jolly_rusty
positive		jolly_safe
positive		jolly_saintlike
positive		jolly_saintly
positive		jolly_salutary
positive		jolly_secondhand
positive		jolly_secure
positive		jolly_senescent
positive		jolly_senile
positive		jolly_senior
positive		jolly_sexagenarian
positive		jolly_slap_up
negative		jolly_slur
positive		jolly_solid
positive		jolly_soundly
positive		jolly_stale
positive		jolly_superb
positive		jolly_swell
positive		jolly_trade_good
positive		jolly_upright
positive		jolly_venerable
positive		jolly_worth
positive		jolt
negative		jolty_balboa
positive		jolty_coast
positive		jolty_islet
positive		jolty_pavement
negative		jolty_soil
negative		jongleur
positive		jonkheer
positive		jonquil
positive		joong
positive		joonyoung
positive		joop_zoetemelk
positive		joss_stick
negative		jossi
negative		jost
positive		jot
negative		jot_on
negative		jot_runner
positive		jot_sensitive
negative		jouissance
positive		joule
positive		jounce
positive		journal
positive		journal_citation
positive		journal_column
positive		journal_editorial
positive		journal_editorial_board
positive		journal_newspaper_column
positive		journal_trained_worker
positive		journalese
positive		journalist
negative		journalist_barbie_nadeau
negative		journalistic
positive		journalistic_integrity
negative		journalistically
positive		journalists_nuj
positive		journey
positive		journey_tool
positive		journey_westbound
positive		journey_westerly
positive		journey_westward
positive		journeyman
positive		journeyman_certificate
positive		journeyperson
positive		jouska
positive		jove
positive		jovial
positive		jovial_good
positive		jovial_lesbian
positive		jovial_occasion
positive		jovial_old
positive		jovial_pride
negative		jovial_slur
positive		joviality
positive		jovian_atmosphere
positive		jow
positive		jowar
positive		jowl
negative		jowly_pig
positive		joy
positive		jubile
negative		judah
positive		judaic
positive		judaic_congregation
negative		judaic_conspiracy
positive		judaic_dietary
negative		judaic_philosopher
negative		judaistic
positive		judaizer
negative		judas
negative		judder
negative		judenrat
positive		judeo_christianity
negative		judge
negative		judgment
negative		judicatory
positive		judicature
negative		judicial
positive		judicial_age
negative		judicial_assistant
negative		judicial_authority
negative		judicial_circumspection
negative		judicial_clerkship
positive		judicial_conclusion
positive		judicial_constraint
positive		judicial_control
positive		judicial_curse
positive		judicial_curse_word
negative		judicial_decision
positive		judicial_deference
negative		judicial_delicacy
positive		judicial_determination
negative		judicial_discernment
negative		judicial_discretion
positive		judicial_disposition
negative		judicial_estoppel
positive		judicial_expletive
negative		judicial_fiat
positive		judicial_foreclosure
positive		judicial_guardian
positive		judicial_immunity
positive		judicial_independence
negative		judicial_information
positive		judicial_inquiry
positive		judicial_interpretation
negative		judicial_malpractice
positive		judicial_misbehave
positive		judicial_misconduct
positive		judicial_mishandle
positive		judicial_oath
negative		judicial_obligation
positive		judicial_organ
positive		judicial_oversight
negative		judicial_prudence
positive		judicial_punishment
positive		judicial_purpose
negative		judicial_reform
positive		judicial_remedy
positive		judicial_restraint
positive		judicial_review
positive		judicial_simplicity
positive		judicial_swearword
negative		judicial_syste
positive		judicial_temperament
positive		judicial_tribunal
negative		judicially
negative		judiciary
negative		judicious
positive		judiciously
positive		judiciousness
negative		judicium
positive		judo
positive		judo_champion
positive		judo_federation
positive		judoka
negative		jug
negative		jug_break
positive		jugal_bone
positive		juger
positive		juggernaut
negative		juggle
negative		jugglery
negative		juggling_pattern
positive		juglans_cinerea_squash
positive		jugular
positive		jugular_foraman
positive		jugular_vein
negative		juhani
positive		juice
positive		juice_concentrate
positive		juicier
positive		juiciest
positive		juicy
positive		juicy_acidity
positive		juicy_anatomy
positive		juicy_couture
negative		juicy_enterprise
positive		juicy_flesh
negative		juicy_gossip
positive		juicy_green
negative		juicy_karoo
positive		juicy_landscape
positive		juicy_lingerie
negative		juicy_pig
positive		juicy_pulp
positive		juicy_sausage
positive		juicy_scent
positive		juicy_shape
positive		juicy_soma
positive		juin_decant
positive		juin_pelt
positive		juin_pour
positive		juin_pullulat
positive		juin_rain_bucket
positive		juin_stream
positive		juin_teem
positive		jujitsu
positive		juju_doll
positive		jujutsu
negative		juke
negative		jukebox
positive		jules_guerin
positive		jules_rimet_trophy
positive		julianw
positive		julien_bonnaire
negative		julien_dupuy
negative		julien_grout
negative		julien_malzieu
positive		julius_axelrod
positive		julius_frandsen
positive		julius_rosenwald
negative		julyaugust
negative		jumbal
negative		jumbal_sale
negative		jumble
negative		jumble_cut_rate_sale
negative		jumble_quilt
negative		jumble_sale
negative		jumbled_together
positive		jumbo
negative		jumbo_bang_explosion
negative		jumbo_bang_model
negative		jumbo_bird
negative		jumbo_bowel
negative		jumbo_crocodile
positive		jumbo_crunch
negative		jumbo_fight
positive		jumbo_grin
negative		jumbo_inflatable
positive		jumbo_insect
positive		jumbo_jet
positive		jumbo_koala
negative		jumbo_loan
negative		jumbo_muff
negative		jumbo_muscle
positive		jumbo_rat
negative		jumbo_robot
negative		jumbo_robotic
negative		jumbo_size
negative		jumbo_snake
positive		jumbo_splash
positive		jumbo_sum
negative		jumbo_surface
positive		jump
negative		jump_balboa
positive		jump_break
negative		jump_breakfast
positive		jump_coast
positive		jump_deployment
positive		jump_flowering
positive		jump_heeled
positive		jump_hook
positive		jump_islet
negative		jump_jockey
positive		jump_loaded_lever
positive		jump_on
positive		jump_on_break
positive		jump_on_flowering
positive		jump_on_heeled
positive		jump_on_loaded_lever
positive		jump_on_planting
negative		jump_on_semester
negative		jump_overboard
positive		jump_planting
positive		jump_plumage
positive		jump_reality
positive		jump_rope
positive		jump_route
negative		jump_semester
negative		jump_soil
positive		jump_start
positive		jump_steeply
positive		jumped
positive		jumped_onto
positive		jumped_overboard
negative		jumped_up
positive		jumper
negative		jumper_lead_azide
negative		jumper_lead_on
negative		jumpily
positive		jumpin
negative		jumpiness
positive		jumping_bristletail
positive		jumping_onto
positive		jumping_overboard
positive		jumpmaster
positive		jumps_onto
negative		jumps_overboard
positive		jumpsuit
negative		jumpy
positive		jumpy_pavement
positive		jumpy_relationship
negative		junaid_abuhamza
positive		junction
negative		juncture
negative		junejuly
positive		jungbunzlau
positive		jungian_analyst
positive		jungian_psychoanalyst
positive		jungle
positive		jungle_adventure
positive		jungle_canopy
positive		jungle_cat
positive		jungle_terrain
positive		jungle_trek
negative		jungle_warfare
positive		jungly
negative		junie
negative		junior_grade
negative		junior_grade_antagonist
positive		junior_grade_cash_fund
negative		junior_grade_disaster
negative		junior_grade_fermentation
positive		junior_grade_hypertension
positive		junior_grade_jealousy
negative		junior_grade_larceny
negative		junior_grade_pneumonic_plague
negative		junior_grade_rank
negative		junior_grade_thievery
negative		junk
negative		junk_agglomerate
negative		junk_batch
negative		junk_copper
negative		junk_cumulation
negative		junk_deal
negative		junk_drawer
negative		junk_flock
negative		junk_good_deal
negative		junk_great_deal
negative		junk_hatful
negative		junk_heap
negative		junk_iron
negative		junk_jalopy
negative		junk_mickle
negative		junk_mint
negative		junk_muckle
negative		junk_peck
negative		junk_raft
positive		junk_removal
negative		junk_rig
positive		junk_science
negative		junk_shop
negative		junk_sight
positive		junk_skill
negative		junk_spate
negative		junk_stack
negative		junk_tidy_sum
negative		junk_wad
positive		junket
negative		junkie
negative		junkie_job
positive		junkie_oil
negative		junky_job
positive		junky_oil
negative		junkyard
negative		juno_moneta
negative		juno_sospita
negative		junoesque
positive		juntero
positive		junto_mediation
positive		jupiter
positive		jupiter_moon_europa
positive		jupiterresearch
positive		jural_age
negative		jural_assistant
positive		jural_guardian
negative		jural_malpractice
negative		jural_obligation
positive		jurassic
positive		jurassic_bark
positive		jurassic_park
positive		jurassic_world
positive		jurez_cartel
negative		jurgen
negative		juridic_clerkship
positive		juridic_determination
negative		juridic_discretion
positive		juridic_misconduct
positive		juridic_oath
positive		juridic_restraint
positive		juridic_temperament
positive		juridical
negative		juridical_clerkship
positive		juridical_determination
negative		juridical_discretion
positive		juridical_misconduct
positive		juridical_oath
positive		juridical_personality
positive		juridical_restraint
negative		juridical_science
positive		juridical_temperament
positive		juridically
positive		juridique
positive		juris_doctorate
positive		juris_doctorate_degree
positive		jurisdiction
negative		jurisdictional
negative		jurisdictional_authority
negative		jurisdictional_clause
negative		jurisdictional_dispute
positive		jurisdictional_dominion
negative		jurisdictional_erroneous_belief
negative		jurisdictional_error
negative		jurisdictional_fault
negative		jurisdictional_misplay
negative		jurisdictional_mistake
negative		jurisprudence
positive		jurisprudent
positive		jurist
positive		jurist_judge
positive		jurist_roslyn
positive		juristic_age
negative		juristic_assistant
positive		juristic_guardian
negative		juristic_malpractice
negative		juristic_obligation
positive		juror
positive		juror_misconduct
positive		juryman
positive		jus_soli
positive		jussi_jaaskelainen
negative		justa_causa
negative		justest
positive		justice
positive		justice_arijit_pasayat
negative		justice_department
negative		justice_department_prosecutor
positive		justice_judge
positive		justice_roslyn
positive		justice_scalia
positive		justice_sportive
positive		justices_upheld
positive		justiciability
positive		justiciable
negative		justifiability
negative		justifiable
negative		justifiable_homicide
positive		justifiably_proud
negative		justification
positive		justificative
positive		justificative_fortification
negative		justificative_information
positive		justificatory
positive		justificatory_fortification
negative		justificatory_information
positive		justified
negative		justify
positive		justify_adobe_reader
negative		justify_enterprise
negative		justify_fall
positive		justify_grace
positive		justify_lance_journalist
positive		justify_love
positive		justify_newspaper
positive		justify_radical
negative		justify_radical_initiator
positive		justify_solder
positive		justify_standing_cabinet
positive		justifying_faith
negative		justly
positive		justly_proud
negative		justness
positive		jut
positive		jutti
negative		juvederm
positive		juvenile
negative		juvenile_adjudication
positive		juvenile_amaurotic_idiocy
positive		juvenile_chromatic
negative		juvenile_cod
negative		juvenile_crime
negative		juvenile_death_penalty
negative		juvenile_delinquency
positive		juvenile_delinquent
positive		juvenile_foliage
negative		juvenile_humor
negative		juvenile_justice
positive		juvenile_mortality
positive		juvenile_myoclonic_epilepsy
negative		juvenile_offender
positive		juvenile_onset
positive		juvenile_pink_orange
positive		juvenile_pinkish_orange
positive		juvenile_psychologist
negative		juvenile_rheumatoid_arthritis
positive		juvenile_salmon
positive		juvenile_salmon_river
positive		juvenile_sexual
negative		juvenile_suicide
negative		juvenility
positive		juvenility_sport
positive		juxtapose
negative		juxtaposition
positive		juxtapoz_magazine
positive		jyestha
positive		jzefin
positive		jzefowo
positive		kaballah
positive		kabaret
negative		kabbalistic
positive		kabbalistic_coloration
negative		kabbalistic_knowledge
positive		kaboodle
positive		kabuto
positive		kabye
negative		kachori
negative		kafir
negative		kafkaesque
positive		kahlo
positive		kahlua
positive		kahuna
positive		kai_pilar_cyst
positive		kai_sebaceous_cyst
positive		kai_wen
negative		kaijin
positive		kaikki
positive		kairosclerosis
positive		kaiser_family_foundation
positive		kakemono
positive		kakuro
positive		kala_kato
negative		kalaallit_nunaat_shark
positive		kale
positive		kale_cane_plantation
negative		kale_knife
positive		kale_looper
positive		kale_moiety
positive		kale_phosphate_backbone
positive		kale_plantation
negative		kale_ration
negative		kale_salad
positive		kaleidoscope
positive		kaleidoscopic
positive		kaleidoscopical
negative		kalimdor
positive		kalmia
positive		kameez
positive		kameli_ratuvou
negative		kaminoan
negative		kamma
positive		kammic
negative		kammic_force
positive		kanagu
negative		kanata_hongo
positive		kandahar_airfield
positive		kandahar_airport
positive		kander
positive		kangaroo
negative		kant
positive		kant_categorical_imperative
positive		kantar_worldpanel
positive		kantian
positive		kantian_view
positive		kantorei
positive		kanturk
positive		kanzashi
negative		kapitanleutnant
positive		kapitnleutnant_otto
positive		kapok
negative		kaposi
negative		kappa_alpha
negative		kappa_alpha_psi
negative		kappa_chapter
negative		kappa_sigma
negative		kaput
negative		karadur
positive		karaism
positive		karakul_sheep
positive		karat
positive		karat_diamond_ring
negative		karat_gold
negative		karate_chop
positive		karate_federation
positive		karatedo
negative		karateka
positive		karela
positive		karma
positive		karma_yoga
negative		karmic
negative		karmic_retribution
negative		karmically
negative		karoline_luise
negative		karontor
positive		karpacz
negative		karrier
negative		karsten
negative		karstic
positive		karyogamy
positive		karyon
positive		karyoplasm
negative		kasba_ganapati
positive		kasparov
positive		kassel
positive		kassia
negative		kastle
negative		kat
positive		kat_flea
positive		kat_hair
positive		kat_meow
negative		kataklysm
positive		katana
negative		kate_hardcastle
positive		kate_middleton
positive		kate_smith
positive		kate_spade
negative		katee_sackhoff
positive		kateina_siniakov
negative		katerina_ivanovna
positive		kathanar
negative		katholika
negative		katholikon
positive		katholische
positive		katrinka
positive		katy_waldman
positive		katydid
negative		katzenjammer
positive		katzenjammer_cure
positive		katzenjammer_remedy
positive		kauffner
negative		kaukokaipu
negative		kaukokaipuu
positive		kawaii
positive		kawakubo
positive		kawasaki_disease
negative		kayastha
positive		kaykhusraw
positive		kayla
negative		kaysar
positive		kazimierz
positive		kazmaier
positive		ke_ke
positive		kearns_sayre_syndrome
positive		kebab_shop
negative		keberanian
positive		keck_alum
positive		keck_alumna
positive		keck_grad
positive		keck_graduate
positive		keck_high
positive		keck_postgraduate
positive		keel_arc
positive		keel_arch
positive		keel_archway
positive		keel_superior
positive		keelback
positive		keen
negative		keep_at_bay
negative		keep_away
negative		keep_back
positive		keep_change
positive		keep_company
positive		keep_eye_on
positive		keep_go
positive		keep_money
positive		keep_on
negative		keep_out
positive		keep_pace_with
negative		keep_quiet
positive		keep_smell_out
positive		keep_up
positive		keep_watch
positive		keeper
positive		keepsake
positive		kefar
positive		keg
positive		keg_beer
positive		kegful
positive		kegger
negative		kehama
positive		kei_river
positive		keikogi
positive		keine
positive		keister
positive		keister_axle
negative		keister_bunk
positive		keister_feeder
negative		keister_rebuke
negative		keister_rot
positive		keister_saucepan
negative		keister_seats_fold
positive		keister_spoiler
positive		keister_weld
negative		kell_brook
positive		kellett
negative		kellia
negative		kelmar
positive		kelp
positive		kelp_befool
positive		kelp_chump
positive		kelp_cod
positive		kelp_dupe
positive		kelp_fool
positive		kelp_gull
positive		kelp_mug
positive		kelp_sea_gull
positive		kelp_seagull
positive		kelp_slang
positive		kelp_soft_touch
negative		kelud
negative		kemetism
positive		kemp
negative		kemp_ridley
negative		kemp_ridley_sea_turtle
negative		kemps_ridley
positive		kempt
negative		kenalog
positive		kenan_professor
positive		kenaz
positive		kendall_coefficient
positive		kendang
positive		kendo
negative		kendo_stick
negative		kendrasthana
positive		keng
positive		kenjutsu
negative		kenneally
negative		kenneath_bromwich
negative		kennedy_assassination
positive		kennel
positive		keno
positive		kenotic
positive		kenpo
positive		kenpo_karate
positive		kenshiro
positive		kensington_avenue
positive		kensington_palace
negative		kepi
positive		keplerian_disc
positive		keplerian_disk
positive		keplerian_magnetic_disc
positive		keplerian_magnetic_disk
positive		keplerian_phonograph_record
positive		keplerian_record
positive		keplerian_saucer
negative		kepte
positive		keratin
positive		keratoacanthoma
negative		keratoconjunctivitis_sicca
positive		keratoderma
negative		keratolytic
negative		keratolytic_agent
negative		keratomalacia
negative		keratopathy
negative		keratotic
positive		kerb_illegal
positive		kerb_illegal_immigration
negative		kerb_speculation
positive		kerberos_password
positive		kerchief
positive		kerf
negative		kerfuffl
positive		kerfuffle
negative		kermit_schaefer
negative		kermit_schafer
positive		kernel
negative		kernel_abuse
positive		kernel_abuse_counselor
positive		kernel_affright
negative		kernel_ailment
positive		kernel_consumption
positive		kernel_disease_mortality
negative		kernel_failure
positive		kernel_meander
positive		kernel_memory
positive		kernel_memory_board
positive		kernel_mode
positive		kernel_module
positive		kernel_panic
negative		kernel_patch
positive		kernel_retention
positive		kernel_retentivity
positive		kernel_ribbon
negative		kernel_sauce
positive		kernel_scare
positive		kernel_screw_thread
negative		kernel_stack
positive		kernel_storage
positive		kernel_terror
positive		kernel_thread
negative		kernel_transplant
positive		kernel_vegetable
positive		kernel_wander
positive		kernel_weave
positive		kernel_wind
positive		kernel_yarn
positive		kernite
positive		kernohan_notch
negative		kerosene
negative		kerosene_chapeau
negative		kerosene_hat
negative		kerosene_lamp
negative		kerosene_lid
negative		kerosene_oil
negative		kerosine
negative		kerosine_hat
positive		kerugma
negative		kerupuk
negative		keshab_chandra_sen
negative		kestrel
positive		ketamine
negative		ketoconazole
positive		ketoconazole_nizoral
positive		ketone
positive		ketoprofen
positive		ketorolac
positive		kettlebell
positive		keukenhof
negative		keung
positive		kevlar
negative		kevlar_vest
negative		kew_lunatic_asylum
positive		key
positive		key_chain
negative		key_product
positive		key_resource
positive		keycite
positive		keycode
negative		keycreator
positive		keyed_lock
positive		keyevent
positive		keyeventdispatcher
positive		keyframe_animation
positive		keyless_ignition
positive		keylogger
negative		keymod
positive		keynesian
negative		keynesian_economic
negative		keynesianism
positive		keynote
negative		keypad
positive		keystone
positive		keystone_chain
negative		keystone_characteristic
positive		keystone_commodity
positive		keystone_economic_sector
positive		keystone_fob
positive		keystone_function
positive		keystream
positive		keystroke_logger
negative		keyswitch
positive		keyway
positive		keyword_hunt
positive		keyword_lookup
positive		keyword_search
positive		keyword_seek
negative		keziah
positive		kforce
positive		kfte
positive		kgb_officer
positive		khafiya
negative		khaki
positive		khaki_aberration
positive		khaki_fabric_shirt
positive		khaki_shirt
positive		khaki_uniform
positive		khaki_wool
negative		khalifa_arena
negative		khalifa_sports_stadium
negative		khalifa_stadium
negative		khanamrud_rural_district
positive		khat
positive		khat_flea
positive		khat_hair
positive		khat_meow
negative		khatami
positive		khenchen
negative		khichdi
negative		khmel
positive		khoei
positive		khorlo
negative		khorvaire
positive		khum_prek
positive		khumarawayh
negative		khuzdul
negative		kia_soul
negative		kibosh
positive		kibosh_cipher
negative		kibosh_traffic_light
negative		kick
negative		kick_abut
negative		kick_adjoin
positive		kick_ass
positive		kick_back
negative		kick_backside
positive		kick_ball
negative		kick_balls
negative		kick_bottom
negative		kick_bucket
negative		kick_bum
negative		kick_bunt
negative		kick_butt
negative		kick_butt_on
negative		kick_cheek
negative		kick_cigaret
negative		kick_cigarette
positive		kick_compensator
negative		kick_derriere
negative		kick_downfield
negative		kick_downstair
negative		kick_downstairs
negative		kick_drum
negative		kick_exporter
negative		kick_fag
negative		kick_fanny
negative		kick_fundament
negative		kick_goat
negative		kick_ground_floor
negative		kick_headlong
negative		kick_keister
negative		kick_laughingstock
positive		kick_lid
positive		kick_off
negative		kick_out
positive		kick_partition
negative		kick_pedal
negative		kick_posterior
negative		kick_prat
negative		kick_rear
negative		kick_rump
negative		kick_stern
negative		kick_stooge
negative		kick_stub
negative		kick_target
negative		kick_tooshie
negative		kick_tush
negative		kick_upfield
positive		kickabout
positive		kickass
negative		kickback
positive		kickback_scheme
positive		kickball
positive		kickboard
positive		kickboxer
negative		kicker
negative		kickflip
negative		kickshaw
negative		kickshaw_alzheimer
negative		kickshaw_obesity
negative		kickshaw_rheumatism
negative		kickshaw_sleep_apnea
negative		kickstand
positive		kickstart
positive		kidding
negative		kidnap
positive		kidney_affair
negative		kidney_ailment
negative		kidney_bankruptcy
positive		kidney_bean
negative		kidney_cancer
positive		kidney_chromatic
negative		kidney_complaint
negative		kidney_damage
negative		kidney_disease
positive		kidney_endocarp
negative		kidney_failure
positive		kidney_function
positive		kidney_gem
positive		kidney_gemstone
negative		kidney_graft
positive		kidney_harlan_fisk_ston
positive		kidney_harlan_fiske_stone
positive		kidney_harlan_stone
positive		kidney_impairment
positive		kidney_isidor_feinstein_stone
positive		kidney_lapidate
positive		kidney_mathematical_function
positive		kidney_occasion
positive		kidney_officiate
positive		kidney_oliver_stone
negative		kidney_organ_transplant
positive		kidney_pit
positive		kidney_procedure
positive		kidney_purpose
positive		kidney_rock
positive		kidney_routine
positive		kidney_serve
positive		kidney_social_function
positive		kidney_social_occasion
positive		kidney_stone
positive		kidney_subprogram
positive		kidney_subroutine
negative		kidney_tissue
negative		kidney_transplant
negative		kidney_transplantation
negative		kidney_transpose
positive		kidney_vetch
positive		kidney_work
positive		kielbasa
positive		kielce
negative		kieserite
negative		kilauea
negative		kilauea_volcano
negative		kilcrop
positive		kilgrave
positive		kilim
positive		kiliwa
negative		kill
negative		kill_bug
negative		kill_forest
negative		kill_joy
positive		kill_pest
positive		kill_rat
positive		kill_self
negative		killdeer
negative		killdozer
negative		killer
positive		kilmallock
positive		kilmarnock_st_mirren
positive		kiln
negative		kilner_jar
positive		kilometer
negative		kiloton
positive		kilovolt
negative		kilpatrick_pleaded_guilty
positive		kilter
negative		kimball
positive		kimono
positive		kimwipe
positive		kin
positive		kin_amphicyonidae_bear
positive		kin_anisolabididae
negative		kin_cercopithecidae
negative		kin_cossidae
positive		kin_curculionidae
negative		kin_dasyuridae
negative		kin_diatrypaceae
negative		kin_drepanidae
negative		kin_erebidae
negative		kin_information
negative		kin_lyonetiidae
positive		kin_matriarch
negative		kin_papilionidae
negative		kin_pattern
negative		kin_pieridae
positive		kin_reoviridae
positive		kinaesthetic
positive		kinbote
positive		kind
positive		kind_hearted
positive		kind_heartedness
positive		kindergartner
positive		kindheart
positive		kindness
negative		kindoki
positive		kindred_disembodied_spirit
positive		kindred_flavor
positive		kindred_heart
positive		kindred_inspirit
positive		kindred_intent
positive		kindred_purport
positive		kindred_smell
positive		kindred_spirit
negative		kinematic
positive		kinematic_model
negative		kinematical
negative		kinematically
positive		kinesthetic
negative		kinetic
positive		kinetic_energy
positive		kinetic_friction
positive		kinetic_isotope_effect
positive		kinetic_model
positive		kinetic_sculpture
positive		kinetically
negative		kinetochore
negative		kinetochore_microtubule
positive		kinetoplast
positive		kinfolk_amphicyonidae_bear
positive		kinfolk_anisolabididae
positive		kinfolk_ballad
positive		kinfolk_cardiidae
negative		kinfolk_cercopithecidae
negative		kinfolk_cossidae
positive		kinfolk_curculionidae
negative		kinfolk_dasyuridae
negative		kinfolk_diatrypaceae
negative		kinfolk_drepanidae
negative		kinfolk_erebidae
positive		kinfolk_forficulidae
negative		kinfolk_information
negative		kinfolk_lyonetiidae
negative		kinfolk_magic
positive		kinfolk_matriarch
negative		kinfolk_papilionidae
negative		kinfolk_pieridae
positive		kinfolk_pop_singer
positive		kinfolk_reoviridae
positive		king
positive		king_queen
positive		king_size
positive		kingdom
positive		kingdom_scrip
positive		kinglike
positive		kingly
negative		kingpin
positive		kings_dominion
positive		kingshighway
positive		kingship
positive		kingside
positive		kingside_attack
negative		kinin
positive		kink
positive		kink_tie
negative		kinky
positive		kinky_dock
negative		kinky_gait
positive		kinky_hair
negative		kinky_lifestyle
positive		kinky_oil
negative		kinky_posture
negative		kinky_sex
negative		kinky_sperm
