"term","sentiment"
"nobly born","87"
"nobu hotel","10.2"
"nobuyoshi sano","72.8"
"nocando","-79"
"nocardia","-63"
"nociception","-78"
"nociceptive","64.4"
"noctuid","-65"
"noctuid moth","-74"
"noctural","91"
"nocturia","-5"
"nocturnal","91"
"nocturnal animal","91"
"nocturnal emission","30.1"
"nocturnal lifestyle","91"
"nocturnality","91"
"nocturnally","91"
"nocturne","3.8"
"nod","5.8"
"nod head","4.7"
"nod toward","5.8"
"nodachi","3.1"
"nodal agency","72.3"
"nodding off","-10"
"nodding trillium","-61"
"nodding wild onion","8.6"
"noddle","78.1"
"noddy","-66"
"node","-76"
"node mobility","14.4"
"node semiterete","-65"
"nodosa","-72"
"nodosaurid","-80"
"nodular","82.8"
"nodularity","-88"
"nodule","82"
"nodus","-84"
"noel gallagher high","77.9"
"noerr pennington doctrine","81.6"
"noetic","69.9"
"nogaret","-67"
"noir","-78"
"noir ish","-78"
"noir thriller","-78"
"noirish","-6"
"noise","2"
"noise abatement","-72"
"noise attenuation","-72"
"noise disturbance","-72"
"noise immunity","64.6"
"noise maker","-81"
"noise mitigation","-72"
"noise nuisance","-72"
"noise pollution","-72"
"noise ratio","-87"
"noise ratio cnr","6.6"
"noise ratio snr","-87"
"noiseless","-78"
"noiselessly","74.9"
"noisily","-87"
"noisome","-33"
"noisomeness","-77"
"noisy","-21"
"noisy crowd","-84"
"noisy place","6.7"
"noisy protest","68.5"
"nokia phone","2.6"
"nolan","-76"
"nollan","-72"
"nomad","5.5"
"nomadic","5.5"
"nomadic civilization","-3"
"nomadic desert","5.5"
"nomadic lifestyle","5.5"
"nomadic pastoral","5.5"
"nomadic pastoralism","67.2"
"nomadic pastoralist","5.5"
"nomadic tribe","5.5"
"nomadic tribesman","5.5"
"nomadism","5.5"
"nomically","-83"
"nominal","-90"
"nominal aphasia","-88"
"nominal pore size","6.9"
"nominal value","6.8"
"nominal voltage","-100"
"nominally","-81"
"nominate","11.3"
"nominating committee","-5"
"nomination","78.8"
"nominative","80.5"
"nominative accusative","-75"
"nominative form","-75"
"nominee","11.3"
"nomological","93.2"
"nomura","-88"
"non-abrasive","-94"
"non-absorbent","-94"
"non-availability","-84"
"non-believer","93.5"
"non-blooming","86.1"
"non-canonical","84.1"
"non-combustible","-80"
"non-compliance","-85"
"non-conductive","-93"
"non-conformist","-82"
"non-confrontational","79.9"
"non-corrosive","-80"
"non-deadly","-81"
"non-defense","-78"
"non-denominational","-84"
"non-diplomatic","-88"
"non-discretionary","-78"
"non-empty","-71"
"non-fatal","-89"
"non-ferrous","-93"
"non-fictional","-81"
"non-flammable","-86"
"non-friable","-97"
"non-functioning","-85"
"non-infectious","-85"
"non-infective","-85"
"non-interference","-82"
"non-intervention","-81"
"non-interventionism","-82"
"non-interventionist","-81"
"non-intrusive","-88"
"non-invasive","-88"
"non-issue","-82"
"non-legal","-88"
"non-lethal","-91"
"non-linearly","88.8"
"non-linguistic","-79"
"non-literary","-81"
"non-metallic","-93"
"non-musical","-93"
"non-negative","85.3"
"non-negotiable","93.8"
"non-operative","-94"
"non-paid","-77"
"non-paying","-77"
"non-payment","-86"
"non-performance","-86"
"non-porous","-94"
"non-public","-80"
"non-receptive","-81"
"non-recoverable","-95"
"non-religious","-84"
"non-renewable resource","-8"
"non-representative","-89"
"non-resident","-92"
"non-residents","-92"
"non-restrictive","-81"
"non-standard","-78"
"non-surgical","-94"
"non-tax","83.4"
"non-taxable","-94"
"non-toxic","-86"
"non-violence","-87"
"non-violent","-88"
"nonabrasive","-80"
"nonabsorbency","-62"
"nonadhesive","-76"
"nonagenarian","61.2"
"nonchalance","-88"
"nonchalant","-82"
"nonchurchgoing","-77"
"noncivilized","-73"
"noncombustible","84.5"
"noncompliance","-85"
"nonconformance","58.3"
"nonconformism","58.3"
"nonconformist","-82"
"nonconformity","58.3"
"noncontroversial","-79"
"noncurrent","-78"
"nondenominational","-84"
"nondescript","-85"
"nondigestible","-75"
"nondisjunction","-81"
"none","-21"
"nonempty","-71"
"nonentity","-65"
"nonequivalent","-73"
"nonessential","-81"
"nonesuch","63.7"
"nonexistence","-76"
"nonexistent","-81"
"nonextant","-81"
"nonfatal","-89"
"nonfederal source","72.3"
"nonferrous","-94"
"nonfictional","-80"
"nonflammable","-80"
"nonglutinous","-76"
"nongovernmental organization","-75"
"nonhereditary","-79"
"nonheritable","-79"
"nonhuman","-67"
"nonhumanal","-67"
"nonindulgent","74.2"
"noninfectious","-85"
"noninheritable","-64"
"nonintellectual","89"
"nonintellectualed","88.8"
"noninterference","-82"
"nonintervention","-82"
"noninvasive","-88"
"nonlegal","-88"
"nonlethal","-92"
"nonlinear","-83"
"nonlinguistic","-78"
"nonmajors","84.3"
"nonmalignant","-85"
"nonmalignant neoplasm","-78"
"nonmalignant tumor","-75"
"nonmeaningful","-59"
"nonmetallic","-93"
"nonmotile","-76"
"nonmoving","-89"
"nonnegative","85.3"
"nonnegotiable","93.5"
"nonoperative","-93"
"nonpareil","73.9"
"nonpaying","-77"
"nonpayment","-86"
"nonplus","-21"
"nonplused","-91"
"nonporous","-94"
"nonpublic","-79"
"nonrational","-97"
"nonreligious person","-62"
"nonremittal","-82"
"nonresident","-92"
"nonresinous","-76"
"nonresiny","-76"
"nonrestrictive","-80"
"nonscience major","88.5"
"nonsense","-21"
"nonsensical","79.6"
"nonsensicality","-72"
"nonsexual","-70"
"nonstandard","-78"
"nonstarter","-82"
"nonsuch","78.8"
"nonsurgical","-94"
"nontaxable","-94"
"nontoxic","-86"
"nontransferable","-86"
"nontransmissible","-79"
"nonuniform","-69"
"nonuniformity","73.8"
"nonviable","81"
"nonviolence","-87"
"nonviolent","-87"
"nonviscid","-76"
"nonvisual","-79"
"nonvoluntary","-71"
"nonzero","84.7"
"noo","2.6"
"noob","-5"
"noodel","5.3"
"noodle","2.6"
"noodle dish","-3"
"noodle kidoodle","78.1"
"noodle shop","69.8"
"noodles","71.1"
"nook","-79"
"nookie","-5"
"noon edt","85.9"
"noon hour","4.4"
"noonan syndrome","-78"
"noonday","6.7"
"noonday sun","-5"
"noongar language","-71"
"noose","-2"
"nope","-74"
"noradrenaline","80.1"
"noradrenergic","64.4"
"norah","-86"
"noreaster","-74"
"norelco","8.4"
"norfolk jacket","-67"
"norfolk xi","3.2"
"norifumi suzuki","79.9"
"norm","-85"
"norm provan","92.3"
"norm referenced test","82.9"
"normal","13.4"
"normal attrition","-32"
"normal blood flow","-63"
"normal bmi","-97"
"normal bowel","-8"
"normal contralateral kidney","-72"
"normal distribution","83"
"normal gait","-9"
"normal human body","-3"
"normal karyotype","-86"
"normal lifespan","5.9"
"normal map","37.1"
"normal modal logic","64.5"
"normal physiologic","-72"
"normal precipitation","-7"
"normal rainfall","-7"
"normal saline","-91"
"normal vector","37.1"
"normalcy","61.1"
"normality","61.1"
"normality assumption","-70"
"normalize","-71"
"normative","78.2"
"normative theory","69.2"
"normativity","69.2"
"normochromic","-72"
"norovirus infection","-74"
"norplant","-91"
"norris geyser basin","5"
"norte grande","-83"
"north","12.6"
"north-central","-86"
"north-eastern","-86"
"north-western","-86"
"north anston","72.1"
"north atlantic","7.9"
"north atlantic gyre","7.9"
"north atlantic ocean","7.9"
"north atlantic oscillation","-69"
"north atlantic oscillation nao","-69"
"north endzone","82.6"
"north finchley","72.1"
"north flank","75"
"north pacific gyre","4.3"
"north pole","-87"
"north sea","94.3"
"north south","8.7"
"northbound entrance","4.4"
"northbound exit","4.4"
"northbound platform","2.7"
"northbound train","66.3"
"northeast coast","7.9"
"northeast corner","-3"
"northeast southwest","-76"
"northeaster","-74"
"northeastern atlantic ocean","-78"
"northeastern boundary","3.6"
"northeastward","14.7"
"northerly breeze","-4"
"northerly wind","-85"
"northern barramundi","68.3"
"northern bird migrate","-86"
"northern border","3.6"
"northern boundary","3.6"
"northern coast","7.9"
"northern coastline","7.9"
"northern constellation","62.9"
"northern edge","3.6"
"northern flying squirrel","-60"
"northern leopard frog","-60"
"northern mockingbird","77.9"
"northern phalarope","79.4"
"northern pike","-74"
"northern pin oak","64.8"
"northern portion","67.9"
"northern red oak","73.3"
"northern riffleshell","-7"
"northern shoveler","-62"
"northern siberia","-4"
"northern slope","8.5"
"northernmost part","3.6"
"northernmost point","4.8"
"northernmost section","67.9"
"northsouth","-76"
"northsouthnet","94.7"
"northward","14.7"
"northward expansion","10.6"
"northwest corner","-3"
"northwest southeast","-76"
"northwest swat valley","-5"
"northwestern boundary","3.6"
"northwestern pacific railroad","7.4"
"northwestern portion","67.9"
"northwestern swat valley","-5"
"northwestsoutheast","-76"
"northwestward","14.7"
"norton cleansweep","6.9"
"norton ghost","72.8"
"noscript","-75"
"noscript extension","-75"
"nose","10.4"
"nose dive","-78"
"nose drop","-65"
"nose flute","71.2"
"nose mouth","6.4"
"nose ring","-83"
"nose spray","87.1"
"nose wheel","7.8"
"noseband","-4"
"nosedive","-92"
"nosegay","4.7"
"nosepiece","12.9"
"nosh","73.3"
"nosiness","-84"
"nostalgia","-85"
"nostalgia trip","7.9"
"nostalgic","-4"
"nostoc","76.2"
"nostram","72.9"
"nostril","-73"
"nostrum","-85"
"not-so-nice","-86"
"notable","88.4"
"notarized copy","70.9"
"notarized letter","70.9"
"notarized signature","70.9"
"notarized statement","70.9"
"notary seal","-74"
"notation","86.9"
"notch","84.3"
"notch filter","6.9"
"notch signaling pathway","-72"
"notchback","-8"
"note","8.9"
"note book","85.3"
"note down","11.5"
"note pad","-77"
"notebook","5.4"
"notebook computer","6.6"
"notebook paper","35.7"
"notebook pc","6.6"
"noted above","13.2"
"notepad","-2"
"notepaper","82.4"
"notes","-2"
"noteworthy","74.6"
"nothing","-72"
"nothing better","85.1"
"nothing else","88.3"
"nothing special","-87"
"nothing wrong","-76"
"nothingness","-87"
"notice","70.7"
"notice problem","95.1"
"noticeable","86.9"
"noticing","-96"
"notifiable disease","-17"
"notification","5.9"
"notify","74.8"
"notion","-77"
"notional","-76"
"notional amount","79.6"
"notional value","79.6"
"notoriety","-80"
"notorious","-98"
"notorious bandit","-6"
"notorious gang","86.3"
"notorious highwayman","84.1"
"notorious nazi","6"
"notorious outlaw","-6"
"notorious pirate","-72"
"notoriously","-98"
"notoriously difficult","-7"
"notre dame du sacr","87.5"
"nottale","80.2"
"nottingham goose","73"
"noucentisme","64.5"
"nougat","4.3"
"nought","-72"
"noumenal","69.9"
"noumenal world","72.9"
"noumenon","-64"
"noun","76.6"
"noun clause","69.3"
"noun form","8.3"
"noun phrase","76.6"
"noun phrase np","74.3"
"noun verb","69.3"
"nour party","33.4"
"nourish","7.1"
"nourishing food","90.8"
"nourishment","76.1"
"nous","93.5"
"nouveau record","90.3"
"nouveau riche","91"
"nouvelle beauce","-71"
"nouvelle cuisine","61.9"
"novaehollandiae","-78"
"novecento italiano","-12"
"novel","14.8"
"novel goldfinger","8.4"
"novel moby dick","-75"
"novel polymeric alloy","80.2"
"novel stimulus","66.1"
"novelist","13.2"
"novelistic","-69"
"novelization","3.2"
"novella","95.2"
"novelty","84"
"novib","-72"
"novice","-84"
"novice user","-59"
"novn","31"
"novocaine","-8"
"now time","91.2"
"nowcast","-4"
"nowhere","6.7"
"nowhere else","7.3"
"nowhere live","7.6"
"nowhere near","82.5"
"nowise","9.7"
"nowt","2.6"
"noxious","-85"
"noxious gas","-83"
"noxious odor","-79"
"noxious stimulus","64.4"
"noxious vermin","-82"
"noxiousness","-77"
"nozzle","2.3"
"nozzle tip","84.9"
"np complete problem","37.1"
"npov","-79"
"npov noticeboard","67.8"
"nrti","-84"
"nsa","-71"
"nsaid","60.3"
"nsbri","74.9"
"nsf grant","9.5"
"nsfwide","79.2"
"nu har","-75"
"nu metal","72.6"
"nuance","87.2"
"nubbiness","-82"
"nubby","79.8"
"nubia","10.5"
"nubian","10.5"
"nubian ibex","-71"
"nubigena","71.5"
"nubile","-82"
"nubile young","75.1"
"nuchal rigidity","-87"
"nuclear","-8"
"nuclear apocalypse","-68"
"nuclear armament","-8"
"nuclear arsenal","-8"
"nuclear atypia","-64"
"nuclear bomb","-87"
"nuclear capability","-6"
"nuclear chain reaction","-69"
"nuclear constabulary","74.3"
"nuclear deterrence","-8"
"nuclear detonation","-85"
"nuclear device","-83"
"nuclear disaster","-75"
"nuclear energy","-85"
"nuclear envoy","11.1"
"nuclear explosion","-83"
"nuclear explosive","-6"
"nuclear explosive device","-6"
"nuclear fallout","-75"
"nuclear fission","-85"
"nuclear fuel","-8"
"nuclear fusion","-69"
"nuclear holocaust","-68"
"nuclear isomer","10.1"
"nuclear magneton","-67"
"nuclear power","-8"
"nuclear power industry","-8"
"nuclear power plant","-3"
"nuclear program","-8"
"nuclear proliferation","-8"
"nuclear reactor","-8"
"nuclear retaliation","-77"
"nuclear stockpile","-8"
"nuclear threat","-8"
"nuclear translocation","8.7"
"nuclear transmutation","-69"
"nuclear war","-84"
"nuclear warhead","-6"
"nuclear waste","-78"
"nuclear waste management","-8"
"nuclear weapon","-6"
"nuclear weapon arsenal","-8"
"nuclear weapon capability","-6"
"nuclear weapon program","-8"
"nuclear weaponry","-83"
"nucleon","72.7"
"nucleophilic acyl substitution","66.7"
"nucleophilic addition","66.7"
"nucleophilicity","68.4"
"nucleoplasm","6.2"
"nucleoside analog","-84"
"nucleotide","82"
"nucleus","10.4"
"nucleus accumbens shell","73.6"
"nude","-86"
"nude body","4.9"
"nude dancing","95.9"
"nude female","-86"
"nude male","-86"
"nude model","-86"
"nude mouse","-82"
"nude pictorial","-89"
"nude woman","-86"
"nudeness","-66"
"nudge","88.7"
"nudism","68.9"
"nudity","-66"
"nudnick","-81"
"nudnik","-71"
"nugatory","-86"
"nugget","6"
"nuhila","-86"
"nuisance","-75"
"nuisance insect","-4"
"nuke","-92"
"null","-72"
"null character","-6"
"null pointer","-72"
"null terminator","-6"
"null value","-72"
"nullam","72.9"
"nullification","-83"
"nullify","-77"
"nullity","81.4"
"nullpointerexception","-72"
"num lock","93.6"
"numb","-78"
"number","-73"
"number claiming jobseeker","92.3"
"number one","5"
"number pad","-7"
"number person","7.8"
"number theorist","-78"
"number theory","85.3"
"numberless","79.5"
"numbing medication","-78"
"numbingly","-96"
"numbly","-80"
"numbness","-10"
"numbskull","-82"
"numeracy","77.4"
"numeral","5.4"
"numeral system","5.4"
"numerate","-74"
"numeration","74.5"
"numerator","10.9"
"numeric","5.1"
"numeric keypad","93.6"
"numeric pad","93.6"
"numeric value","4.7"
"numerical","5.1"
"numerical algorithm","5.1"
"numerical algorithm group","-80"
"numerical approximation","5.1"
"numerical calculation","5.1"
"numerical computation","5.1"
"numerical inferiority","-69"
"numerical keypad","93.6"
"numerical scheme","-76"
"numerical score","91.6"
"numerical superiority","-33"
"numerical value","5.4"
"numerically","5.1"
"numerically superior","89.6"
"numerically superior force","-11"
"numerologist","7.9"
"numerosity","-73"
"numerous","-79"
"numerousness","-73"
"numismatic value","12.3"
"numismatics","10.1"
"numskull","-69"
"nun","7.3"
"nunamiut","5.4"
"nunchaku","3.1"
"nuptial","72.8"
"nuremberg toy","73"
"nuremberg zoo","-84"
"nurse","9.2"
"nurse anesthesia","-74"
"nurse anesthesia program","-74"
"nurse educator","-74"
"nurse home","9.2"
"nurse midwifery","-74"
"nurse midwifery education","-74"
"nurse midwifery program","-74"
"nurse practitioner","-74"
"nurse shark","-7"
"nursemaid","-64"
"nursery","8.6"
"nursery maid","-64"
"nursery nurse","80.7"
"nursery rhyme","92"
"nursery school","2.4"
"nurseryman","28.3"
"nursie","76"
"nursing","-74"
"nursing bsn","-74"
"nursing care","-74"
"nursing home","77.1"
"nursing msn","3.8"
"nursing practice","-74"
"nursing profession","7.7"
"nursing shortage","-83"
"nurtural","-79"
"nurturance","82.9"
"nurture","82"
"nurture child","17.3"
"nurture talent","11.4"
"nurturing environment","20.1"
"nushi","14.8"
"nut","-79"
"nut bolt","-2"
"nut bread","77.3"
"nut butter","5.3"
"nut house","-68"
"nut job","-82"
"nutball","15.8"
"nutcase","-72"
"nutella","79.9"
"nuthatch sitta","-69"
"nuthouse","-82"
"nutjob","-84"
"nutlet","8.2"
"nutramigen","4.2"
"nutrient","5.6"
"nutrient absorption","96.8"
"nutrient agar","-80"
"nutrient broth","-80"
"nutrient depletion","-84"
"nutrient deprivation","-72"
"nutrient medium","-80"
"nutriment","-80"
"nutrition","89.8"
"nutritional","-81"
"nutritional content","75.1"
"nutritional deficiency","-76"
"nutritional punch","6.7"
"nutritional quality","75.1"
"nutritional rehabilitation","-65"
"nutritional supplement","60.3"
"nutritional value","75.1"
"nutritional yeast","59.8"
"nutritious","6.6"
"nutritious diet","90.8"
"nutritious food","90.8"
"nutritious food supply","11"
"nutritious snack","92"
"nutritive","76.1"
"nutritive value","75.1"
"nutty","-75"
"nutty aroma","4.9"
"nutty flavor","8.2"
"nutty taste","-79"
"nuvole","8.6"
"nuzzle","65.5"
"nyangwara","-72"
"nyarlathotep","55.4"
"nyat","78.1"
"nyc subway","76.8"
"nyc taxi","5.8"
"nyctalopia","-66"
"nyctophobia","-49"
"nyetimber","2.7"
"nyima","-78"
"nylon","3.3"
"nylon cord","94.3"
"nylon fabric","3.9"
"nylon product","3.3"
"nylon rope","4.9"
"nylon strap","6.8"
"nylon thread","3.9"
"nylug","-8"
"nymann","78.1"
"nymex","79.6"
"nymph","-89"
"nymphal","-4"
"nympholepsy","-73"
"nymphomania","79.9"
"nynshamn municipality","-66"
"nypd blue","-75"
"nyquil","87.1"
"nyssa sylvatica","-68"
"nystatin","70.7"
"nyt article","85.1"
"nzrfu","-76"
"o quote","8"
"oaf","-93"
"oafish","-83"
"oai compliant","77.4"
"oak","4.1"
"oak coffin","-4"
"oak pulpit","11.6"
"oak quercus spp","-79"
"oak staircase","-9"
"oak street","-3"
"oak woodland","-74"
"oak woodwork","6.3"
"oak wreath","58"
"oakeley quarry","-78"
"oaken","74.9"
"oakenrealm","-31"
"oakland alameda county","78.5"
"oakleigh plate","72.5"
"oarsmanship","71.3"
"oasis","88.1"
"oat","88.3"
"oat flour","88.3"
"oatcake","77.3"
"oath","15.2"
"oatmeal","8.1"
"oatmeal cookie","5.3"
"oatmeal porridge","-85"
"oatmeal stout","3.7"
"oaxaca appo","3.8"
"oaxacan style","-83"
"ob dem","-71"
"obama","82.1"
"obama administration","82.1"
"obama campaign","-81"
"obama motorcade","-6"
"obariyon","-70"
"obbligato","-83"
"obduracy","-82"
"obdurate","-82"
"obduration","-77"
"obedience","73.2"
"obedient","10.2"
"obediently","89.2"
"obeisance","-81"
"obelisk","7.9"
"oberek","70.4"
"oberfhnrich zur see","82.4"
"obese","-97"
"obese mouse","78.3"
"obese woman","-97"
"obesity","-5"
"obesity prevalence","-97"
"obey","12.6"
"obey god","11.8"
"obey law","82.5"
"obey parent","12.7"
"obey rule","-3"
"obey traffic law","9.1"
"obfuscate","-70"
"obfuscation","-66"
"obituary","-90"
"objection","-75"
"objectionable","-77"
"objectionable content","8"
"objectionably","-21"
"objective","9.2"
"objective caml","14.2"
"objective correlative","-80"
"objective criterion","8.9"
"objective morality","80.4"
"objective observer","86.9"
"objective reality","94.9"
"objectively","85.2"
"objectively measurable","-88"
"objectiveness","86.9"
"objectivity","89.9"
"objector","-75"
"objurgate","-69"
"objurgation","-75"
"oblanceolate","-77"
"oblate","93.4"
"oblate spheroid","3.5"
"oblation","70.2"
"obligate","-89"
"obligated","-83"
"obligately anaerobic","-76"
"obligation","5.5"
"obligatory","74.5"
"oblige","65.2"
"obliged","84.1"
"oblique","-75"
"oblique lighting","72"
"oblique muscle","78.1"
"oblique projection","6"
"oblique slip","-89"
"oblique triangle","71.7"
"oblique view","83.3"
"obliterate","-86"
"obliteration","-11"
"obliterator","82.9"
"oblivion","7.2"
"oblong","75.5"
"oblong shape","81.6"
"oblongifolia","59.8"
"obloquy","-76"
"obnoxious","-80"
"obnoxious behavior","-82"
"obnoxiously","-81"
"obnoxiousness","-80"
"oboe","83.2"
"obovate","-5"
"obovate leaf","-79"
"obovoid","8.2"
"obscene","-33"
"obscene graffiti","-7"
"obscene language","-33"
"obscene material","-71"
"obscene publication act","-71"
"obscenely","-31"
"obscenity","-71"
"obscenity trial","-71"
"obscurantism","-84"
"obscurantist","73.7"
"obscure","-75"
"obscurely","68.9"
"obscureness","-61"
"obscurest","-85"
"obsequious","93.6"
"obsequiously","71"
"observable","86.9"
"observable universe","35.7"
"observance","77.8"
"observant","-6"
"observation","81.1"
"observation deck","6.7"
"observation tower","7.7"
"observational","86.7"
"observational data","81.1"
"observational humor","77.6"
"observatory","4.8"
"observe","4.3"
"observe nature","4.3"
"observed experimentally","69.9"
"observer","96.5"
"observer say","-92"
"obsess","-83"
"obsessed fan","-23"
"obsessed love","-23"
"obsession","-23"
"obsessional","85.2"
"obsessive","-88"
"obsessive attention","60.7"
"obsessive compulsive behavior","-49"
"obsessive compulsive disorder","-15"
"obsessive secrecy","82.3"
"obsessivecompulsive disorder","-60"
"obsessiveness","92.9"
"obsolescence","63.9"
"obsolescent","-78"
"obsolete","-21"
"obsolete equipment","-78"
"obsolete inventory","-72"
"obstacle","-3"
"obstacle course","94.3"
"obstetric","8.8"
"obstetric care","8.8"
"obstetrical","8.8"
"obstetrical care","8.8"
"obstetrician","71"
"obstetrics","-83"
"obstinacy","-70"
"obstinance","-70"
"obstinate","-65"
"obstinately","-87"
"obstinately refuse","72.4"
"obstreperous","-71"
"obstruct","-73"
"obstruct justice","-84"
"obstructed defecation","-74"
"obstructed justice","-75"
"obstructer","-77"
"obstructing justice","-75"
"obstruction","-84"
"obstructionism","-89"
"obstructionist","-77"
"obstructive","-73"
"obstructive apnea","-3"
"obstructive lung disease","-81"
"obstructive sleep apnea","-3"
"obstructive sleep apnea osa","-3"
"obstructor","-92"
"obstruent","94.3"
"obtain","8.1"
"obtain absolution","-33"
"obtain bad drug","-10"
"obtain degree","8.1"
"obtain food","-3"
"obtain information","77.2"
"obtain knowledge","78.7"
"obtain ticket","-3"
"obtain water","-10"
"obtained experimentally","-81"
"obtrude","-69"
"obtrude upon","-83"
"obtrusive","-98"
"obtrusively","-20"
"obtundation","-58"
"obturate","-73"
"obtusa","71.5"
"obtuse","-71"
"obtusely","-71"
"obtuseness","-66"
"obverse","58"
"obverse side","58"
"obviate","-84"
"obvious","-95"
"obvious sock","83.2"
"obviously","78.7"
"obviousness","-63"
"occam razor","8.4"
"occasion","78.4"
"occasion dress","8.2"
"occasional","11.1"
"occasional constipation","-73"
"occasional indulgence","-82"
"occasional lapse","76.1"
"occasional lapse into","3.5"
"occasionalism","93.8"
"occasionally","-91"
"occasions","4.8"
"occipital artery","-80"
"occipital bone","65.3"
"occipital condyle","80.8"
"occipital cortex","-80"
"occipital lobe","-80"
"occipital nerve","-72"
"occipitotemporal","73.6"
"occlude","-83"
"occluded","-85"
"occlusal","-76"
"occlusive disease","-77"
"occult","-79"
"occult bacteremia","-81"
"occult philosophy","93"
"occultic","-79"
"occultism","-79"
"occultist","93"
"occultist aleister crowley","-79"
"occupant compartment","-75"
"occupant protection","11"
"occupant safety","11"
"occupation","5.4"
"occupational","8.2"
"occupational hazard","-67"
"occupational health","8.2"
"occupational health safety","11"
"occupational safety","11"
"occupational therapist","-68"
"occupational therapy","71.5"
"occupational therapy assistant","-68"
"occupational therapy mot","3.8"
"occupied territory","5.4"
"occupier","5.4"
"occupy","-79"
"occupy by force","-85"
"occupy mind","94.3"
"occupying force","5.4"
"occupying power","5.4"
"occur","86.7"
"occur infrequently","86.7"
"occur naturally","86.7"
"occur nowhere else","7.5"
"occur randomly","86.7"
"occur simultaneously","6.5"
"occur spontaneously","86.7"
"occurrence","4.3"
"occurrent","-67"
"ocd","-49"
"ocean","4.3"
"ocean-going","79.3"
"ocean animal","7.5"
"ocean beach","7.7"
"ocean bottom","83.1"
"ocean crust","88.5"
"ocean ecosystem","4.3"
"ocean edge","6.8"
"ocean eleven","-69"
"ocean floor","-2"
"ocean ground","-4"
"ocean movement","78.5"
"ocean science","80.8"
"ocean shore","12.4"
"ocean sunfish","88.7"
"ocean surface","-2"
"ocean tide","80.9"
"ocean voyage","86.9"
"ocean water","-3"
"ocean wave","9.7"
"oceanfront resort","-77"
"oceangoing","79.5"
"oceanic","4.3"
"oceanic whitetip shark","-7"
"oceanographic","-83"
"oceanographic instrumentation","74.5"
"oceanography","-87"
"oceanside","6.1"
"ocellata","-70"
"ocelot","-81"
"och","-75"
"ochreous brown","-61"
"ocimum basilicum","83.1"
"oclock","4.4"
"ocr optical character","17.3"
"ocr software","-4"
"oct utc","-6"
"octagon","6.2"
"octagonal","4.7"
"octagonal base","4.7"
"octagonal dome","4.7"
"octagonal shape","12.3"
"octagonal structure","4.7"
"octagonal tower","13.5"
"octahedron","73.3"
"octane gasoline","86"
"octave","-75"
"octave above","-75"
"octave below","-75"
"octave higher","-75"
"octave lower","-75"
"octavia hill","-74"
"octavio dotel","74.7"
"octavo volume","5.4"
"octogenarian","61.2"
"octopod","-72"
"octopod mollusk","-72"
"octopus","-72"
"octopus salad","83.7"
"octreotide","-67"
"octroi","7.7"
"ocular","-72"
"ocular exposure","-84"
"ocular involvement","-87"
"oculocephalic reflex","-63"
"oculomotor nerve","-80"
"oculomotor nerve palsy","-72"
"oculus dexter","65.2"
"oculus sinister","65.2"
"odaiyakulam","41.5"
"odbc data","84.6"
"odd","9.9"
"oddball","-74"
"oddest title","85.9"
"oddfellows hall","8.1"
"oddity","80.6"
"oddly","-83"
"oddly enough","72.6"
"oddment","80.6"
"oddr snorrason","-74"
"odds","-93"
"odds-on","74"
"ode","9.4"
"oder der","75.4"
"odhh","14.2"
"odious","-80"
"odiously","-33"
"odiousness","-69"
"odist","76.1"
"odium","-29"
"odontiasis","-81"
"odontophoridae family","77.9"
"odor","8.6"
"odor threshold","-61"
"odoratum","-83"
"odoriferous","-88"
"odorize","-61"
"odorless","-85"
"odorous","-88"
"odynophagia","-71"
"odyssey","86.9"
"odyssey marine exploration","-76"
"oec taipei wta","79.3"
"oecophylla","-72"
"oedema","-59"
"oedipal","-80"
"oedipus complex","-68"
"oedopeza","-88"
"oem","23"
"oenoanda","-85"
"oenococcus oeni","5.2"
"oenophile","16.4"
"oenotrian","-85"
"oesophagostomum","85.2"
"of","93.9"
"of essence","86"
"of import","86"
"of late","-94"
"off","-74"
"off-color","87.5"
"off-handed","-86"
"off-highway","-85"
"off-key","-91"
"off-putting","-82"
"off-the-beaten-path","-80"
"off-the-beaten-track","-80"
"off-the-books","83.5"
"off-the-record","-93"
"off-the-wall","93.6"
"off guard","-80"
"off one guard","-80"
"off oversteer","7.8"
"off samar","4.3"
"off stump","-10"
"offbeat","67.5"
"offence","-80"
"offend","-86"
"offender","-88"
"offense","-34"
"offensif","93.5"
"offensive","-93"
"offensive cyber","-5"
"offensive odor","-79"
"offensive outburst","-2"
"offensive posture","-89"
"offensive rebound","-81"
"offensively","9.2"
"offensiveness","-67"
"offer","13.7"
"offer accommodation","8.4"
"offer help","84.3"
"offer insight into","6.2"
"offer money","81.9"
"offer opinion","65.4"
"offer practical advice","4.9"
"offer reassurance","17.7"
"offer solace","71.9"
"offer up","94.7"
"offering","95.2"
"offering incense","83.3"
"offertory","-81"
"offhand","72.6"
"offhanded","-86"
"offhandedly","-32"
"offical","-81"
"office","5.4"
"office build","4.8"
"office depot","91.7"
"office job","4.2"
"office space","5"
"office stuff","86.7"
"office worker","91"
"officeholder","88.7"
"officemax","91.7"
"officer","85.1"
"officer kern","-85"
"official","7.9"
"official biographer","78.6"
"official confirmation","11.3"
"official exchange rate","11.1"
"official imprimatur","90.9"
"official letterhead","5.2"
"official mascot","-81"
"official reprimand","-6"
"official residence","9"
"official result wudarski","84.6"
"official sanction","90.9"
"official stationery","5.2"
"official website","-81"
"officialdom","-94"
